Department,Department Name,Division,Gender,Base Salary,How much pay for overtime/year?
CUS,Community Use of Public Facilities,Silver Spring Civic Building,M,49848.99,70.32
CUS,Community Use of Public Facilities,Finance and Administrative Support Team,F,69381.75,1918.77
CUS,Community Use of Public Facilities,Finance and Administrative Support Team,M,94939.72,0
CUS,Community Use of Public Facilities,Core Services Team,M,75051.16,856.66
CUS,Community Use of Public Facilities,Core Services Team,F,70564.72,3256.97
CUS,Community Use of Public Facilities,Finance and Administrative Support Team,M,81508.28,0
CUS,Community Use of Public Facilities,Silver Spring Civic Building,M,62824.15,0
CUS,Community Use of Public Facilities,Community Use of Public Facilities,F,28353.84,0
CUS,Community Use of Public Facilities,Core Services Team,F,62676.84,574.7
CUS,Community Use of Public Facilities,Finance and Administrative Support Team,M,87412.4,0
CUS,Community Use of Public Facilities,Core Services Team,M,78902,4452.04
CUS,Community Use of Public Facilities,Community Use of Public Facilities,F,57809.08,0
DEP,Department of Environmental Protection,Resource Conversion,F,78902,0
DEP,Department of Environmental Protection,Waste Reduction and Recycling,F,144751,0
DEP,Department of Environmental Protection,Solid Waste Services Administration,M,109761,0
DEP,Department of Environmental Protection,Administration and Operations,F,90848,0
DEP,Department of Environmental Protection,MSD Management Services Division,F,71852,212.41
DEP,Department of Environmental Protection,Administration and Operations,F,99852,0
DEP,Department of Environmental Protection,Solid Waste Services Administration,M,89872.02,0
DEP,Department of Environmental Protection,Materials Management,M,120703,0
DEP,Department of Environmental Protection,Recycling and Refuse Services,F,78902,0
DEP,Department of Environmental Protection,Resource Conversion,F,109761,0
DEP,Department of Environmental Protection,Design and Construction,M,144751,0
DEP,Department of Environmental Protection,Resource Conversion,M,107346,0
DEP,Department of Environmental Protection,Stormwater BMP Inspection and Maintenance,F,68893,0
DEP,Department of Environmental Protection,Recycling and Refuse Services,F,128580.82,0
DEP,Department of Environmental Protection,Administration and Operations,M,109761,0
DEP,Department of Environmental Protection,Administration and Operations,F,99852,0
DEP,Department of Environmental Protection,"Planning, Outreach and Monitoring",F,130827.01,0
DEP,Department of Environmental Protection,"Energy, Climate and Compliance Division",M,167345,0
DEP,Department of Environmental Protection,Recycling and Refuse Services,F,78902,0
DEP,Department of Environmental Protection,Solid Waste Services Administration,F,126584,0
DEP,Department of Environmental Protection,Solid Waste Services Administration,F,71852,1070.14
DEP,Department of Environmental Protection,Recycling and Refuse Services,M,109761,0
DEP,Department of Environmental Protection,Waste Reduction and Recycling,M,109761,0
DEP,Department of Environmental Protection,Solid Waste Services Administration,F,99852,0
DEP,Department of Environmental Protection,Administration and Operations,F,109761,0
DEP,Department of Environmental Protection,Watershed Restoration and Capital Projects,M,99852,0
DEP,Department of Environmental Protection,Intergovernmental Affairs,M,160003.96,0
DEP,Department of Environmental Protection,Resource Conversion,M,109761,0
DEP,Department of Environmental Protection,Solid Waste Services Administration,M,144751,0
DEP,Department of Environmental Protection,Low-Impact Development,F,109761,0
DEP,Department of Environmental Protection,Recycling and Refuse Services,F,90848,0
DEP,Department of Environmental Protection,Resource Conversion,M,62488,11875.82
DEP,Department of Environmental Protection,Design and Construction,M,120703,0
DEP,Department of Environmental Protection,Stormwater BMP Inspection and Maintenance,M,99852,9133.79
DEP,Department of Environmental Protection,Office of Energy and Climate,M,109761,0
DEP,Department of Environmental Protection,Stormwater BMP Inspection and Maintenance,M,99852,11737.13
DEP,Department of Environmental Protection,"Planning, Outreach and Monitoring",M,99594.04,0
DEP,Department of Environmental Protection,Resource Conversion,M,86669,12457.4
DEP,Department of Environmental Protection,Waste Reduction and Recycling,M,90848,0
DEP,Department of Environmental Protection,Office of Energy and Climate,F,109761,0
DEP,Department of Environmental Protection,"Planning, Outreach and Monitoring",F,99852,0
DEP,Department of Environmental Protection,Environmental Compliance Group,M,100718.58,1101.09
DEP,Department of Environmental Protection,Administration and Operations,F,78902,0
DEP,Department of Environmental Protection,Resource Conversion,M,99852,7605.91
DEP,Department of Environmental Protection,Intergovernmental Affairs,M,120703,0
DEP,Department of Environmental Protection,Waste Reduction and Recycling,M,90848,0
DEP,Department of Environmental Protection,Resource Conversion,M,109761,7327.09
DEP,Department of Environmental Protection,Recycling and Refuse Services,M,90848,19190.32
DEP,Department of Environmental Protection,Resource Conversion,F,62488,7404.4
DEP,Department of Environmental Protection,"Planning, Outreach and Monitoring",M,90931.18,0
DEP,Department of Environmental Protection,Stormwater BMP Inspection and Maintenance,F,99852,0
DEP,Department of Environmental Protection,Administration and Operations,F,109761,0
DEP,Department of Environmental Protection,Recycling and Refuse Services,M,48463.66,4373.85
DEP,Department of Environmental Protection,Materials Management,F,109761,0
DEP,Department of Environmental Protection,Recycling and Refuse Services,M,90848,17707.74
DEP,Department of Environmental Protection,Stormwater BMP Inspection and Maintenance,M,99852,0
DEP,Department of Environmental Protection,Solid Waste Services Administration,F,92310.31,0
DEP,Department of Environmental Protection,Recycling and Refuse Services,M,90848,15804.43
DEP,Department of Environmental Protection,Watershed Restoration and Capital Projects,F,99743.4,0
DEP,Department of Environmental Protection,Waste Reduction and Recycling,F,78902,0
DEP,Department of Environmental Protection,"Planning, Outreach and Monitoring",M,79526.59,0
DEP,Department of Environmental Protection,Stormwater BMP Inspection and Maintenance,M,97655,0
DEP,Department of Environmental Protection,Resource Conversion,M,75290,11536.94
DEP,Department of Environmental Protection,Recycling and Refuse Services,F,89872.02,21962.76
DEP,Department of Environmental Protection,Stormwater BMP Inspection and Maintenance,M,120703,0
DEP,Department of Environmental Protection,Recycling and Refuse Services,F,64602.35,2257.55
DEP,Department of Environmental Protection,Stormwater BMP Inspection and Maintenance,M,109761,0
DEP,Department of Environmental Protection,"Planning, Outreach and Monitoring",M,95236,0
DEP,Department of Environmental Protection,Resource Conversion,M,75290,10766.44
DEP,Department of Environmental Protection,Office of Energy and Climate,F,97655,0
DEP,Department of Environmental Protection,Stormwater BMP Inspection and Maintenance,M,109761,0
DEP,Department of Environmental Protection,Resource Conversion,M,86669,8981.17
DEP,Department of Environmental Protection,Stormwater BMP Inspection and Maintenance,M,99852,0
DEP,Department of Environmental Protection,Environmental Compliance Group,M,87092.77,396.17
DEP,Department of Environmental Protection,Environmental Compliance Group,M,115099,0
DEP,Department of Environmental Protection,Waste Reduction and Recycling,M,90848,5506.07
DEP,Department of Environmental Protection,"Planning, Outreach and Monitoring",M,95236,0
DEP,Department of Environmental Protection,Watershed Restoration and Capital Projects,F,76897.62,0
DEP,Department of Environmental Protection,Intergovernmental Affairs,M,109761,0
DEP,Department of Environmental Protection,Watershed Restoration and Capital Projects,M,120703,0
DEP,Department of Environmental Protection,Recycling and Refuse Services,M,90848,11888.16
DEP,Department of Environmental Protection,Resource Conversion,F,62488,1098.78
DEP,Department of Environmental Protection,Recycling and Refuse Services,M,109761,0
DEP,Department of Environmental Protection,Recycling and Refuse Services,F,90848,24437.36
DEP,Department of Environmental Protection,Solid Waste Services Administration,F,99852,0
DEP,Department of Environmental Protection,Stormwater BMP Inspection and Maintenance,F,132062.51,0
DEP,Department of Environmental Protection,"Planning, Outreach and Monitoring",M,95236,0
DEP,Department of Environmental Protection,Administration and Operations,F,144751,0
DEP,Department of Environmental Protection,"Planning, Outreach and Monitoring",F,95092.5,0
DEP,Department of Environmental Protection,Recycling and Refuse Services,M,90848,26612.54
DEP,Department of Environmental Protection,Environmental Compliance Group,M,84762,0
DEP,Department of Environmental Protection,Watershed Restoration and Capital Projects,M,95236,0
DEP,Department of Environmental Protection,Recycling and Refuse Services,M,90848,17977.23
DEP,Department of Environmental Protection,Resource Conversion,M,59799.69,36239.1
DEP,Department of Environmental Protection,Materials Management,M,120703,0
DEP,Department of Environmental Protection,Environmental Compliance Group,F,82851.58,0
DEP,Department of Environmental Protection,Stormwater BMP Inspection and Maintenance,F,109761,0
DEP,Department of Environmental Protection,Stormwater BMP Inspection and Maintenance,M,99852,0
DEP,Department of Environmental Protection,Administration and Operations,F,88221.83,0
DEP,Department of Environmental Protection,Administration and Operations,M,76699.41,0
DEP,Department of Environmental Protection,Watershed Restoration and Capital Projects,M,98568.87,0
DEP,Department of Environmental Protection,Administration and Operations,F,74274.84,0
DEP,Department of Environmental Protection,Low-Impact Development,M,95092.5,0
DEP,Department of Environmental Protection,"Planning, Outreach and Monitoring",M,91343.01,0
DEP,Department of Environmental Protection,Environmental Compliance Group,F,74725.46,0
DEP,Department of Environmental Protection,Resource Conversion,M,112263.14,0
DEP,Department of Environmental Protection,Design and Construction,M,97949.58,5526.67
DEP,Department of Environmental Protection,Office of Energy and Climate,F,92283.37,0
DEP,Department of Environmental Protection,Office of Energy and Climate,F,106686.08,0
DEP,Department of Environmental Protection,Recycling and Refuse Services,F,89332.3,1109.51
DEP,Department of Environmental Protection,Waste Reduction and Recycling,M,69212.54,0
DEP,Department of Environmental Protection,Waste Reduction and Recycling,F,87366.55,252.03
DEP,Department of Environmental Protection,Waste Reduction and Recycling,M,106638.63,0
DEP,Department of Environmental Protection,Administration and Operations,F,91917.49,0
DEP,Department of Environmental Protection,Resource Conversion,F,48536.05,1493.4
DEP,Department of Environmental Protection,Waste Reduction and Recycling,M,21874,0
DEP,Department of Environmental Protection,Low-Impact Development,M,53758.57,0
DEP,Department of Environmental Protection,Stormwater BMP Inspection and Maintenance,F,106441.99,0
DEP,Department of Environmental Protection,Watershed Restoration and Capital Projects,M,106173.19,0
DEP,Department of Environmental Protection,Low-Impact Development,F,90165.94,0
DEP,Department of Environmental Protection,Recycling and Refuse Services,M,89872.02,20626.51
DEP,Department of Environmental Protection,Resource Conversion,M,80489.13,0
DEP,Department of Environmental Protection,Design and Construction,M,120104.91,0
DEP,Department of Environmental Protection,Waste Reduction and Recycling,F,71112.69,2382.41
DEP,Department of Environmental Protection,Office of Energy and Climate,F,103461.13,0
DEP,Department of Environmental Protection,Resource Conversion,M,72046.3,13014.15
DEP,Department of Environmental Protection,Waste Reduction and Recycling,F,71882.94,481.64
DEP,Department of Environmental Protection,Administration and Operations,F,187038.11,0
DEP,Department of Environmental Protection,Watershed Restoration Division,M,162143.54,0
DEP,Department of Environmental Protection,Design and Construction,M,83271.05,2769.95
DEP,Department of Environmental Protection,Office of Energy and Climate,F,83390.17,0
DEP,Department of Environmental Protection,Design and Construction,M,80011.89,3953.04
DEP,Department of Environmental Protection,Resource Conversion,F,54526.62,17852.94
DEP,Department of Environmental Protection,Intergovernmental Affairs,M,97792.32,0
DEP,Department of Environmental Protection,Solid Waste Services Administration,M,112135.18,0
DEP,Department of Environmental Protection,Resource Conversion,M,139721.68,0
DEP,Department of Environmental Protection,Solid Waste Services Administration,F,107804.15,550.98
DEP,Department of Environmental Protection,Administration and Operations,M,102297.33,0
DEP,Department of Environmental Protection,Watershed Restoration and Capital Projects,F,72135.34,0
DEP,Department of Environmental Protection,Stormwater BMP Inspection and Maintenance,F,99309.7,0
DEP,Department of Environmental Protection,"Planning, Outreach and Monitoring",F,109761,0
DEP,Department of Environmental Protection,Resource Conversion,F,40800,382.54
DEP,Department of Environmental Protection,Solid Waste Services Administration,M,167345,0
DEP,Department of Environmental Protection,Recycling and Refuse Services,F,73942.55,1257.34
DEP,Department of Environmental Protection,Solid Waste Services Administration,M,84197.35,0
DEP,Department of Environmental Protection,Recycling and Refuse Services,M,90848,28849.48
DEP,Department of Environmental Protection,Recycling and Refuse Services,M,89332.3,20446.88
DEP,Department of Environmental Protection,Waste Reduction and Recycling,F,78902,0
DEP,Department of Environmental Protection,Waste Reduction and Recycling,F,73402.82,450.2
DEP,Department of Environmental Protection,Resource Conversion,F,71243.91,9212.51
DEP,Department of Environmental Protection,Waste Reduction and Recycling,F,68573.96,3530.66
DEP,Department of Environmental Protection,Director,M,190000,0
DEP,Department of Environmental Protection,Materials Management,F,86000,0
DEP,Department of Environmental Protection,Materials Management,M,124745,0
DEP,Department of Environmental Protection,Resource Conversion,M,40000,952.01
DEP,Department of Environmental Protection,Low-Impact Development,M,99852,0
DEP,Department of Environmental Protection,Low-Impact Development,F,99852,0
DEP,Department of Environmental Protection,Stormwater BMP Inspection and Maintenance,M,76687.5,0
DEP,Department of Environmental Protection,Stormwater BMP Inspection and Maintenance,F,76687.5,0
DEP,Department of Environmental Protection,Watershed Restoration Division,M,79346,0
DEP,Department of Environmental Protection,Resource Conversion,F,79755,112.5
DEP,Department of Environmental Protection,Waste Reduction and Recycling,F,76000,0
DEP,Department of Environmental Protection,Stormwater BMP Inspection and Maintenance,M,61350,0
DEP,Department of Environmental Protection,Recycling and Resource Management Division,F,65440,0
DEP,Department of Environmental Protection,Office of Energy and Climate,F,86912.5,0
DGS,Department of General Services,Fleet Management Services,M,115099,0
DGS,Department of General Services,Fleet Management Services,F,71852,658.81
DGS,Department of General Services,Fleet Management Services,F,106690.79,0
DGS,Department of General Services,Real Estate Office,F,144751,0
DGS,Department of General Services,County Executive's Office,F,95184.08,0
DGS,Department of General Services,Building Design and Construction,F,126584,0
DGS,Department of General Services,Building Design and Construction,F,126584,0
DGS,Department of General Services,Fleet Management Fleet Services,M,134880.55,0
DGS,Department of General Services,Real Estate Office,F,78902,0
DGS,Department of General Services,Fleet Management Fleet Services,M,137263.62,0
DGS,Department of General Services,Administration and Budget,F,105413.91,2226.86
DGS,Department of General Services,Contracting and Accounts Payable,F,88849,0
DGS,Department of General Services,Central Duplicating,M,56967,0
DGS,Department of General Services,Fleet Management Administration,M,86669,10829.72
DGS,Department of General Services,Building Design and Construction,M,126584,0
DGS,Department of General Services,Building Design and Construction,M,126584,0
DGS,Department of General Services,Fleet Management Services,F,71743.03,455.41
DGS,Department of General Services,Contracting and Accounts Payable,M,71852,1200.55
DGS,Department of General Services,Central Duplicating,M,129922.62,0
DGS,Department of General Services,Fleet Management Services,F,99852,0
DGS,Department of General Services,Contracting and Accounts Payable,M,90848,320.37
DGS,Department of General Services,Property Management,M,104680,34566.21
DGS,Department of General Services,Building Design and Construction,F,71852,0
DGS,Department of General Services,Central Services,F,167345,0
DGS,Department of General Services,Fleet Management Administration,F,75290,2110.82
DGS,Department of General Services,Building Design and Construction,F,144751,0
DGS,Department of General Services,Director,M,210143,0
DGS,Department of General Services,Real Estate Office,F,71852,0
DGS,Department of General Services,Building Design and Construction,M,126584,0
DGS,Department of General Services,Building Design and Construction,M,126584,0
DGS,Department of General Services,Contracting and Accounts Payable,M,166175.56,0
DGS,Department of General Services,Fleet Management Services,F,144654.81,0
DGS,Department of General Services,Building Design and Construction,M,126584,0
DGS,Department of General Services,Facilities Maintenance,M,95236,22319.21
DGS,Department of General Services,Building Design and Construction,F,126584,0
DGS,Department of General Services,Building Design and Construction,M,144702.16,0
DGS,Department of General Services,Building Design and Construction,M,139818.7,0
DGS,Department of General Services,Fleet Automotive Heavy Equipment,F,90754.16,0
DGS,Department of General Services,Building Design and Construction,F,120703,0
DGS,Department of General Services,Facilities Major Programs,M,99852,51145.56
DGS,Department of General Services,Planning and Development,F,167340.53,0
DGS,Department of General Services,Facilities Major Programs,M,90848,14320.75
DGS,Department of General Services,Facilities Major Programs,M,120703,0
DGS,Department of General Services,Fleet Management Contract Services,F,109761,0
DGS,Department of General Services,Facilities Major Programs,M,123799,0
DGS,Department of General Services,Building Design and Construction,F,126584,0
DGS,Department of General Services,Building Design and Construction,M,120703,0
DGS,Department of General Services,Building Design and Construction,M,120703,0
DGS,Department of General Services,Building Design and Construction,M,126584,0
DGS,Department of General Services,Fleet Management Services,F,71852,202.72
DGS,Department of General Services,Fleet Management Services,M,69281.95,33414.28
DGS,Department of General Services,Building Design and Construction,M,144751,0
,Department of General Services,Fleet Automotive Heavy Equipment,M,136428.66,0
DGS,Department of General Services,Building Design and Construction,M,126584,0
DGS,Department of General Services,Building Design and Construction,F,120703,0
DGS,Department of General Services,Administration and Budget,F,90848,0
DGS,Department of General Services,Fleet Automotive Heavy Equipment,F,74412.94,3563.87
DGS,Department of General Services,Fleet Management Services,M,59644.93,467.44
DGS,Department of General Services,Facilities,M,75290,769.99
DGS,Department of General Services,Building Design and Construction,M,144751,0
DGS,Department of General Services,Building Design and Construction,M,167345,0
DGS,Department of General Services,Building Design and Construction,M,144751,0
DGS,Department of General Services,Fleet Management Administration,M,99852,0
DGS,Department of General Services,Facilities Major Programs,M,120703,701.48
DGS,Department of General Services,Facilities Maintenance,M,82691,1517.26
DGS,Department of General Services,Facilities Maintenance,M,82691,8952.53
DGS,Department of General Services,Facilities Major Programs,M,86669,25899.39
DGS,Department of General Services,Facilities Maintenance,M,82691,3243.91
DGS,Department of General Services,ADA Compliance,M,87847.88,0
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,64993.67,0
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,12795.13
DGS,Department of General Services,Facilities,M,98209.01,0
DGS,Department of General Services,Building Design and Construction,M,126584,0
DGS,Department of General Services,Fleet Management Services,M,69281.95,1888.6
DGS,Department of General Services,Facilities Maintenance,M,68575,580.4
DGS,Department of General Services,Facilities Maintenance,M,78902,4758.08
DGS,Department of General Services,Facilities Maintenance,M,82691,5744.73
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,104680,7309.17
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,95236,16523.5
DGS,Department of General Services,Facilities Maintenance,M,68575,18887.23
DGS,Department of General Services,Facilities,F,90848,0
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,12614.91
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,1304.35
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,3003.59
DGS,Department of General Services,Central Duplicating,M,71852,0
DGS,Department of General Services,Automation,M,139242.93,0
DGS,Department of General Services,Fleet Management Services,M,109761,342.17
DGS,Department of General Services,Fleet Management Fleet Services,M,92670.76,11735.17
DGS,Department of General Services,Energy and Sustainability,M,133698.83,0
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,11007.47
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,7005.48
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,14387.11
DGS,Department of General Services,Facilities Maintenance,M,82691,6736.32
DGS,Department of General Services,Facilities,M,166175.56,0
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
DGS,Department of General Services,Facilities Maintenance,F,49681,2905.45
DGS,Department of General Services,Facilities Maintenance,F,43848.94,1716.3
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,480.57
DGS,Department of General Services,Building Design and Construction,M,97655,0
DGS,Department of General Services,Facilities Maintenance,M,95236,25350.07
DGS,Department of General Services,Facilities Maintenance,M,68575,4981.73
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,58.33
DGS,Department of General Services,Central Duplicating,M,84762,0
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,31289.86
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,6723.78
DGS,Department of General Services,Fleet Management Services,M,69281.92,22075.71
DGS,Department of General Services,Fleet Management Services,M,69281.92,10570.58
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,5832.2
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,1982.36
DGS,Department of General Services,Building Design and Construction,M,99852,0
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,1511.97
DGS,Department of General Services,Fleet Management Fleet Services,M,79584.06,18487.19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,4357.9
DGS,Department of General Services,Facilities Maintenance,F,48905.84,482.94
DGS,Department of General Services,Facilities Maintenance,F,49681,0
DGS,Department of General Services,Facilities Maintenance,M,68575,16299.62
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,2157.92
DGS,Department of General Services,Fleet Management Fleet Services,M,95236,28951.65
DLC,Department of Liquor Control,Purchasing,M,90848,0
DGS,Department of General Services,Central Duplicating,M,56967,916.45
DGS,Department of General Services,Facilities Maintenance,M,82691,466.58
DGS,Department of General Services,Fleet Management Services,M,82691,426.63
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
DGS,Department of General Services,Fleet Management Administration,M,99852,0
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
DGS,Department of General Services,Facilities Maintenance,M,78902,7345.81
DGS,Department of General Services,Fleet Management Services,M,69281.95,19049.31
DGS,Department of General Services,Fleet Management Administration,M,104680,1624.28
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,80871,1175.59
DGS,Department of General Services,Facilities Maintenance,M,49681,0
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,109.36
DGS,Department of General Services,Fleet Management Fleet Services,M,80871,4516.66
DGS,Department of General Services,Facilities Maintenance,M,82691,10517.89
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
DGS,Department of General Services,Facilities,M,71796.77,1067.01
DGS,Department of General Services,Fleet Management Fleet Services,M,73925.08,1661.42
DGS,Department of General Services,Fleet Management Services,M,71852,3952.92
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,14717.49
DGS,Department of General Services,Fleet Management Fleet Services,M,104680,295.32
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,10974.87
DGS,Department of General Services,Fleet Management Fleet Services,M,95184.87,37276.51
DGS,Department of General Services,Facilities Maintenance,F,49681,0
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,95236,6062.95
DGS,Department of General Services,Property Management,M,104680,43517.83
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,6607.81
DGS,Department of General Services,Central Duplicating,M,71852,5802.31
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,78902,1697.34
DGS,Department of General Services,Building Design and Construction,M,99852,8994.83
DGS,Department of General Services,Facilities Major Programs,M,86669,21639
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
DGS,Department of General Services,Fleet Management Fleet Services,M,75290,7547.91
DGS,Department of General Services,Fleet Management Services,M,71852,2694.95
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
DGS,Department of General Services,Facilities Maintenance,F,49681,1461.74
DGS,Department of General Services,Facilities,M,69779.01,356.63
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,2165.08
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,78902,10116.97
DGS,Department of General Services,Fleet Management Services,M,69281.92,1558.02
DGS,Department of General Services,Fleet Management Services,M,69281.95,6508.42
DGS,Department of General Services,Central Duplicating,M,63423.34,43.22
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
DGS,Department of General Services,Facilities Maintenance,M,82691,14716.08
DGS,Department of General Services,Fleet Management Fleet Services,M,95236,4701.81
DGS,Department of General Services,Facilities Maintenance,M,75290,25241.87
DGS,Department of General Services,Facilities Maintenance,M,47343.7,0
DGS,Department of General Services,Facilities Maintenance,M,95236,7817.93
DGS,Department of General Services,Facilities Maintenance,M,49681,2129.43
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,11007.28
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
DGS,Department of General Services,Fleet Management Fleet Services,M,83326.64,3595.07
DGS,Department of General Services,Facilities Maintenance,M,82691,14014.19
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,16736.55
DGS,Department of General Services,Facilities Maintenance,F,43131.67,4219.93
DGS,Department of General Services,Fleet Management Fleet Services,M,104680,1181.28
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,72059.86,947.98
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,19211.45
DGS,Department of General Services,Facilities Maintenance,M,66882.89,7614.3
DGS,Department of General Services,Fleet Management Administration,M,90848,0
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,95236,2955.46
DGS,Department of General Services,Fleet Management Fleet Services,M,75290,8615.84
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,349.94
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,1184.69
DGS,Department of General Services,Facilities Maintenance,M,97318.92,13130.73
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
DGS,Department of General Services,Facilities Maintenance,F,49681,0
DGS,Department of General Services,Facilities Maintenance,M,68575,35379.61
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,6998.64
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,28461.44
DGS,Department of General Services,Facilities Maintenance,M,78902,22257.17
DGS,Department of General Services,Facilities Maintenance,F,67066,8485.43
DGS,Department of General Services,Facilities Maintenance,M,59660,33413.04
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,0
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,2872.34
DGS,Department of General Services,Facilities Maintenance,M,82691,5367.48
,Department of General Services,Fleet Management Fleet Services,M,82691,11007.47
DGS,Department of General Services,Fleet Management Fleet Services,M,60292.13,4246.93
DGS,Department of General Services,Fleet Management Services,M,78902,0
DGS,Department of General Services,Real Estate Office,M,107346,0
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,80871,58.35
DGS,Department of General Services,Facilities Maintenance,M,78902,3088.58
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,11593.71
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
DGS,Department of General Services,ADA Compliance,M,99852,894.55
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,10497.2
DGS,Department of General Services,Fleet Management Services,M,71360.41,6808.03
DGS,Department of General Services,Administration and Budget,F,105413.9,0
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,11263.23
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,758.21
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,78902,0
DGS,Department of General Services,Fleet Management Fleet Services,M,93349.34,6616.56
DGS,Department of General Services,Real Estate Office,F,109761,0
DGS,Department of General Services,Central Duplicating,F,90848,1524.41
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,2132.52
DGS,Department of General Services,Fleet Management Fleet Services,M,95236,11905.74
DGS,Department of General Services,Facilities Maintenance,M,68575,4280.48
DGS,Department of General Services,Facilities Maintenance,M,78902,2949.46
DGS,Department of General Services,Facilities Maintenance,M,82691,5861.43
DGS,Department of General Services,Fleet Management Services,M,82691,12067.52
DGS,Department of General Services,Facilities Maintenance,M,47540.01,0
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,87.49
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,116.67
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,1621.94
DGS,Department of General Services,Facilities Maintenance,M,95236,8959.51
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,4976.6
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,6123.67
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,260.7
DGS,Department of General Services,Property Management,M,104680,29421.27
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
DGS,Department of General Services,Property Management,M,104680,17094.89
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,3465.48
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,0
DGS,Department of General Services,Building Design and Construction,M,160730.03,0
DGS,Department of General Services,Fleet Management Administration,M,90848,2507.94
DGS,Department of General Services,Building Design and Construction,M,99852,18715.77
DGS,Department of General Services,Facilities Maintenance,M,49681,854.99
DGS,Department of General Services,Property Management,M,104680,42599.94
DGS,Department of General Services,Facilities Maintenance,M,67066,0
DGS,Department of General Services,Facilities Maintenance,M,70975.11,6726.04
DGS,Department of General Services,Facilities Maintenance,M,73459.27,4393.35
DGS,Department of General Services,Facilities Maintenance,M,49681,385.44
DGS,Department of General Services,Facilities Maintenance,F,49681,4423.33
DGS,Department of General Services,Facilities Major Programs,M,62488,5704.18
DGS,Department of General Services,Facilities Maintenance,M,68575,2926.17
